sender_type,signal,action,posterior_belief,rational_posterior,outcome,sender_payoff,receiver_payoff,is_bluff,bluff_success,sender_reasoning,receiver_reasoning,sender_confidence,receiver_confidence,sender_latency_ms,receiver_latency_ms,sender_tokens,receiver_tokens,game_duration_ms,model_key,model_name,treatment,sim_id,timestamp
LOW,ESCALATE,ATTACK,0.75,1.0,WAR_LOW_RESOLVE,-1.2,1.0,True,False,"Given the depleted reserves and low true resolve, a conciliatory approach may signal weakness if misinterpreted, but escalating with a strong threat could serve as a bluff to deter the opponent without actual capacity for prolonged conflict. Therefore, the best bluff is to escalate, aiming to convince the opponent of higher resolve.","Given the signal to escalate, it is more likely the opponent has high resolve, increasing the chance they are strong militarily. Updating the belief accordingly, attacking is favorable if the opponent is high resolve, as the risk of costly war is outweighed by the potential benefit of an easy win if they are low resolve.",0.75,0.8,899,1361,230,251,2260,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,102,2026-03-06T04:53:28.728024
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given the high military readiness and genuine resolve, escalating signals demonstrate strength and deter adversaries by increasing the costs of aggression. Negotiation may be perceived as weakness, risking exploitation. Therefore, escalation aligns best with the goal of credible deterrence.","The escalation signal suggests the opponent has high resolve, increasing the likelihood they are strong. Updating from a prior of 50%, the signal confirms a higher probability of high resolve, making an attack risky but potentially rewarding if they are weak.",0.9,0.8,857,1173,199,235,2030,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,103,2026-03-06T04:53:30.758251
LOW,NEGOTIATE,BACK_DOWN,0.33,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Given the low true resolve and limited reserves, escalating could be a risky bluff that may deter adversaries if believed, but also risks revealing weakness if questioned. Negotiating is more consistent with the true capacity and reduces the risk of damaging reputation, although it might be perceived as weakness.","Given the opponent's signal to negotiate, it is more likely they have low resolve since high resolve opponents typically prefer confrontation. Therefore, the probability they are high resolve decreases from 50%, making attacking riskier.",0.7,0.7,920,1373,225,230,2293,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,104,2026-03-06T04:53:33.051133
LOW,NEGOTIATE,BACK_DOWN,0.25,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Given the severely depleted reserves and low true resolve, escalating may serve as a bluff to deter the opponent without actual commitment, but it risks revealing weakness if the threat is perceived as empty. Negotiating offers a safer way to maintain face without overcommitting, but may signal weakness if misinterpreted.","The opponent's signal to negotiate suggests they may have low resolve, especially if a strong opponent would prefer to signal strength. Given this, the probability they are low resolve increases, making attack more favorable.",0.7,0.8,2558,958,229,228,3515,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,105,2026-03-06T04:53:36.566606
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given the low true resolve and limited reserves, bluffing through escalation could temporarily deter the opponent if perceived as credible, but it risks damaging credibility if caught. Negotiation minimizes revealing weakness but may also signal a lack of resolve. The best approach is to project strength without overcommitting.","The escalation signal suggests the opponent may have high resolve, increasing the likelihood they are strong. Updating based on this, the probability of high resolve increases from 50% to approximately 75%. Given the higher chance of a tough opponent, backing down minimizes potential loss.",0.7,0.8,1280,1128,226,241,2408,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,106,2026-03-06T04:53:38.974933
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"To maintain the illusion of strength and deter the opponent, escalating with a strong threat can be convincing if believed. However, the risk of being caught bluffing could damage credibility and future bargaining power.","Given the signal to escalate, it is more likely the opponent has high resolve, which makes attacking risky. Updating the belief, the chance they are high resolve increases, leading to the cautious choice of backing down.",0.7,0.8,1369,1407,208,230,2776,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,107,2026-03-06T04:53:41.750952
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given the low true resolve and limited reserves, escalating could be a risky bluff that, if believed, might deter the opponent without actual commitment. However, if caught bluffing, it risks damaging credibility and future bargaining power.","The observed escalation signal suggests the opponent may have high resolve, increasing the likelihood they are strong. Updating the prior, the probability they are high resolve rises, making attack riskier but potentially rewarding if they are low resolve.",0.7,0.8,953,1053,213,232,2006,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,108,2026-03-06T04:53:43.757102
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given my genuine readiness to fight and the importance of credible signaling, escalating demonstrates resolve and discourages adversaries from challenging me further. Negotiating could be perceived as weakness, undermining deterrence.","The observed escalation signal suggests the opponent may have high resolve, increasing the likelihood that they are strong. Given this, attacking carries a high risk of costly war if they are indeed high resolve, so backing down minimizes potential losses.",0.9,0.8,1298,1495,190,233,2793,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,109,2026-03-06T04:53:46.550279
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given the depleted reserves and low true resolve, bluffing through escalation could temporarily deter the opponent if believed. However, if caught, it risks damaging credibility and future bargaining power.","Given the signal to escalate, it suggests the opponent might be more resolute. Updating from a prior of 50%, the escalation increases the likelihood they are high resolve, making attack riskier. Therefore, I lean towards backing down to avoid costly conflict.",0.7,0.8,705,905,204,239,1610,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,110,2026-03-06T04:53:48.160154
LOW,ESCALATE,ATTACK,0.75,1.0,WAR_LOW_RESOLVE,-1.2,1.0,True,False,"Given the low true resolve and the desire to deter without risking prolonged conflict, escalating can serve as a bluff to intimidate the opponent. However, if caught, it risks damaging credibility and trust in future negotiations.","The observed escalation signal suggests the opponent may have high resolve, increasing the likelihood they are strong militarily. Updating the prior, the probability of high resolve increases, making attack riskier but potentially rewarding if successful.",0.7,0.8,739,736,211,230,1475,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,111,2026-03-06T04:53:49.635513
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given my low true resolve and the need to conceal this, escalating with a strong threat could provoke the opponent to believe I am willing to fight, deterring them. However, if caught bluffing, my credibility and reputation would suffer, making future negotiations more difficult.","Given the escalation signal, it indicates the opponent may have high resolve, but the prior belief was 50%. The escalation increases the likelihood they are strong, so attacking risks a high-cost war. Therefore, backing down minimizes potential costs.",0.7,0.8,1370,931,222,235,2300,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,112,2026-03-06T04:53:51.935751
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given my high resolve and full military readiness, escalating signals my willingness to fight, making my threat more credible and potentially deterring adversaries. Negotiating could undermine my perceived strength and resolve.","Given the opponent's escalation signal, it suggests a higher likelihood they are high resolve. Updating the prior increases the probability that they are strong, making attack risky but potentially rewarding if they are weak.",0.9,0.8,905,1454,189,227,2359,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,113,2026-03-06T04:53:54.294917
HIGH,ESCALATE,ATTACK,0.75,1.0,WAR_HIGH_RESOLVE,-0.2,-1.0,False,False,"Given the high military readiness and genuine resolve, escalating signals the willingness to fight, increasing credibility and deterrence. Negotiating may undermine perceived strength and embolden opponents.","The observed escalation signal suggests the opponent may have high resolve, increasing the likelihood that they are strong militarily. Updating the prior, the belief that the opponent is high resolve increases, justifying an aggressive stance.",0.8,0.8,1226,881,184,230,2107,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,114,2026-03-06T04:53:56.401688
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given the high military readiness and genuine resolve, escalating the situation with a strong threat would serve as a credible signal of commitment, potentially deterring adversaries. Negotiating might undermine perceived strength and invite further challenges.","The observed escalation signal suggests the opponent has higher resolve, increasing the likelihood that they are strongly committed. Updating the belief accordingly, the probability they are high resolve becomes significantly higher than 50%.",0.9,0.8,1122,1185,193,227,2307,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,115,2026-03-06T04:53:58.708701
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given my low true resolve, bluffing through escalation could deter the opponent without actual commitment, but it risks damaging credibility if exposed.","The escalation signal increases the likelihood that the opponent has high resolve, as they are more willing to escalate if they are strong. Updating the belief, the probability of high resolve becomes approximately 75%. Given this, attacking would be risky, but if the opponent is low resolve, it's an easy win.",0.7,0.8,1044,1324,195,248,2369,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,116,2026-03-06T04:54:01.077233
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given my low true resolve and the incentive to mislead the opponent about my capabilities, escalating can serve as a bluff to deter further aggression, despite the risk of revealing weakness if caught. Negotiating may expose vulnerability, so escalation offers a chance to appear stronger without actual commitment.","Given the opponent's escalation signal, it suggests a higher likelihood they have high resolve. Updating from a 50% prior, the signal increases the probability that they are strong, making attack riskier but potentially more rewarding if they are weak.",0.75,0.8,857,1344,224,236,2201,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,117,2026-03-06T04:54:03.278552
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given my genuine high resolve and full military readiness, escalating signals demonstrate credible commitment and deter adversaries by increasing the costs of confrontation. Negotiating may be perceived as weakness, risking the loss of leverage.","The observed signal of escalation suggests the opponent has high resolve, increasing the likelihood that they are strong militarily. Updating the prior, the probability they are HIGH RESOLVE rises above 50%, making attack riskier but potentially rewarding if successful.",0.85,0.8,1081,934,191,236,2016,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,118,2026-03-06T04:54:05.294488
HIGH,ESCALATE,ATTACK,0.75,1.0,WAR_HIGH_RESOLVE,-0.2,-1.0,False,False,"Given my high level of military readiness and genuine resolve, escalating signals my willingness to engage in conflict, thereby deterring adversaries through credible cost imposition. Negotiating may be perceived as weakness and could undermine my position.","The escalation signal suggests the opponent may have high resolve, increasing the likelihood they are strong. Updating the prior, the posterior belief that the opponent has high resolve rises, making attack riskier but potentially more rewarding if they are weak.",0.9,0.8,792,795,195,234,1587,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,119,2026-03-06T04:54:06.881858
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given the need to misrepresent strength, escalating with a strong threat could convincingly signal resolve and deter the opponent, even if actual capacity is limited. However, if caught, it risks damaging credibility and reputation for future negotiations.","Observing escalation suggests the opponent may have high resolve, as escalation is more likely from a strong opponent. Updating the belief, the probability of high resolve increases, making attack riskier but potentially more rewarding if the opponent is weak.",0.7,0.8,791,1266,214,234,2057,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,120,2026-03-06T04:54:08.938838
LOW,ESCALATE,ATTACK,0.75,1.0,WAR_LOW_RESOLVE,-1.2,1.0,True,False,"Given the low true resolve and the high risk of revealing weakness, bluffing through escalation could strategically deter the opponent if the threat is credible enough. However, if caught, it risks damaging credibility and future negotiations.","The signal 'ESCALATE' suggests that the opponent may have high resolve, as escalation is a strong indicator of willingness to fight. Given the prior of 50%, this observation increases the likelihood that they are high resolve, making attack risky but potentially rewarding.",0.7,0.8,827,1072,211,240,1899,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,121,2026-03-06T04:54:10.837959
HIGH,ESCALATE,ATTACK,0.75,1.0,WAR_HIGH_RESOLVE,-0.2,-1.0,False,False,"Given the high military readiness and genuine resolve, escalating signals demonstrate strength and deter adversaries by increasing the perceived costs of aggression. Negotiating might be perceived as weakness, undermining credibility and strategic advantage.","The observed signal 'ESCALATE' suggests the opponent has high resolve, increasing the likelihood they are strong. Updating the prior, the posterior belief that the opponent is HIGH RESOLVE becomes 0.75, making attack more favorable despite the risks.",0.9,0.8,1109,968,191,238,2077,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,122,2026-03-06T04:54:12.915035
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given my low true resolve and the high risk of being unable to sustain prolonged conflict, I must portray strength to deter the opponent temporarily. However, over-escalation risks damaging credibility if the bluff is exposed, so a measured approach is necessary.","Given the opponent's escalation signal, the likelihood they are high resolve increases, making attack riskier. Updating from a prior of 50%, the posterior belief shifts higher, favoring caution.",0.7,0.8,978,1197,218,226,2175,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,123,2026-03-06T04:54:15.090119
LOW,NEGOTIATE,BACK_DOWN,0.25,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Given the low true resolve, bluffing with escalation could deter the opponent temporarily but risks exposing weakness if misinterpreted. Negotiating signals openness without revealing vulnerabilities, but may be perceived as weakness if overused.","The signal to negotiate suggests the opponent may prefer diplomacy, which is more consistent with LOW RESOLVE. Updating the belief, the probability the opponent is HIGH RESOLVE decreases, making attack less risky.",0.7,0.8,685,791,211,227,1476,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,124,2026-03-06T04:54:16.566076
LOW,ESCALATE,BACK_DOWN,0.6,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given my low true resolve and the high risk of revealing weakness, escalating can serve as a bluff to deter the opponent without genuine intent to escalate. Negotiating, however, risks exposing my limited capacity and undermining credibility.","The signal 'ESCALATE' suggests the opponent may have high resolve, increasing the likelihood they are strong. Updating the belief, the probability they are HIGH RESOLVE increases, making attack riskier but potentially more rewarding if they are weak.",0.75,0.7,836,936,213,236,1773,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,125,2026-03-06T04:54:18.338812
LOW,ESCALATE,ATTACK,0.75,1.0,WAR_LOW_RESOLVE,-1.2,1.0,True,False,"Given the low true resolve and the incentive to mislead the opponent about military strength, escalating with a strong threat could convincingly signal resolve if carefully calibrated; however, if the bluff is exposed, it risks damaging credibility and future bargaining power. Negotiating might reveal weakness and undermine deterrence, but it reduces immediate risks.","Observing escalation suggests the opponent likely has high resolve, since escalation is a strong signal for a determined adversary. Updating the belief increases the probability that the opponent is high resolve, making attack risky but potentially rewarding if they are not. Given the prior and signal, attacking is more justified if the opponent is high resolve, but the risk remains significant.",0.75,0.7,1204,885,233,258,2089,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,126,2026-03-06T04:54:20.428160
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given the depleted reserves and low true resolve, escalating could be a strategic bluff to deter the opponent without actual intent to sustain conflict. However, if the bluff is called, it risks severe reputational damage and loss of credibility.","The observed escalation signal suggests the opponent is more likely to have high resolve, increasing the risk of conflict if attacked. Given the prior 50% belief and the escalation, the posterior probability of high resolve should increase significantly.",0.7,0.8,752,1328,214,232,2080,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,127,2026-03-06T04:54:22.508503
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given my genuine high resolve and full military readiness, escalating signals my willingness to fight, which is more credible and likely to deter adversaries. Negotiating could be perceived as weakness and undermine my position.","Given the escalation signal, it suggests the opponent may have high resolve, but there's still uncertainty. Updating the prior, the probability the opponent is high resolve increases, making attack riskier.",0.85,0.8,664,950,191,225,1614,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,128,2026-03-06T04:54:24.122415
LOW,NEGOTIATE,BACK_DOWN,0.25,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Given the depleted reserves and low true resolve, bluffing through escalation could deter the opponent if believed, but risks revealing weakness if caught. Negotiating offers a safer, conciliatory approach that minimizes risk but may signal vulnerability.","Given the opponent's signal to negotiate, it suggests they may have LOW resolve, reducing the risk of a costly war if we attack. Updating our belief accordingly, the probability they are HIGH RESOLVE decreases, making attack less attractive.",0.7,0.8,1162,1456,213,234,2617,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,129,2026-03-06T04:54:26.739870
LOW,ESCALATE,BACK_DOWN,0.6,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given the low true resolve and limited reserves, escalating may be a strategic bluff to deter the opponent without risking actual conflict. However, if the bluff is called, it could severely damage credibility and future bargaining position.","Observing escalation suggests the opponent may have high resolve, but escalation can also occur from low resolve states as a bluff. Updating beliefs with this signal slightly increases the likelihood of high resolve to approximately 60%. Given the increased probability of high resolve, attacking is riskier but potentially rewarding if the opponent is weak.",0.7,0.7,932,905,211,250,1837,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,130,2026-03-06T04:54:28.577102
LOW,NEGOTIATE,BACK_DOWN,0.25,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Given the depleted reserves and low true resolve, escalating could be a risky bluff if detected, but might deter the opponent if perceived as credible. Negotiating reveals weakness but minimizes immediate costs and preserves some standing.","The signal 'NEGOTIATE' suggests the opponent may be seeking a peaceful resolution, which is more likely if they have low resolve. Given the prior, updating with this signal decreases the probability they are high resolve, making attack riskier.",0.7,0.8,1060,1263,210,236,2323,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,131,2026-03-06T04:54:30.899730
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given the limited military reserves and inability to sustain prolonged conflict, a strong threat could be used to bluff and deter the opponent without actual escalation. However, if the bluff is called, it risks damaging credibility and future negotiations.","The escalation signal suggests the opponent may have high resolve, increasing the likelihood they are strong militarily. Updating the prior, the probability they are high resolve rises, favoring caution over attack.",0.7,0.8,1366,663,213,226,2029,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,132,2026-03-06T04:54:32.928950
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given the genuine high readiness and willingness to fight, escalating signals will be more credible and deter adversaries effectively. Negotiating may undermine resolve and invite exploitation.","The signal 'ESCALATE' suggests the opponent is more likely to have high resolve, increasing the likelihood they are a strong military. This reduces the expected benefit of attacking, as the risk of costly war outweighs the easy win scenario.",0.9,0.8,663,1725,182,236,2389,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,133,2026-03-06T04:54:35.317631
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given the high military readiness and genuine resolve, escalating signals the willingness to use force, thereby increasing credibility and deterring adversaries. Negotiation may be perceived as weakness and could undermine the resolve demonstrated through military preparedness.","The escalation signal suggests the opponent has high resolve, increasing the likelihood they are strong militarily. Updating my belief accordingly, I lean towards the opponent being high resolve, making attack risky.",0.9,0.8,1054,688,194,225,1742,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,134,2026-03-06T04:54:37.059488
LOW,ESCALATE,ATTACK,0.75,1.0,WAR_LOW_RESOLVE,-1.2,1.0,True,False,"Given the low true resolve and the high risk of prolonged conflict, bluffing through escalation could temporarily deter the opponent if the threat is credible. However, if caught, it risks damaging credibility and future bargaining power.","Given the signal 'ESCALATE', which suggests the opponent might be more aggressive, the likelihood they are high resolve increases. Updating from a prior of 50%, the new probability that they are high resolve is approximately 75%, making attack more favorable.",0.7,0.75,3293,1861,211,239,5154,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,135,2026-03-06T04:54:42.213935
LOW,ESCALATE,ATTACK,0.6,1.0,WAR_LOW_RESOLVE,-1.2,1.0,True,False,"To maintain the appearance of strength and deter the opponent, issuing a strong threat could be effective if believed. However, given the true depletion of reserves, this bluff risks damaging credibility if uncovered, but the immediate incentive is to appear resolute.","The signal 'ESCALATE' suggests the opponent may have high resolve, but it could also be a bluff. Given the prior and the signal, updating slightly favors high resolve but still leaves uncertainty.",0.7,0.7,978,888,217,228,1866,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,136,2026-03-06T04:54:44.080391
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given the high military readiness and genuine resolve, escalating signals strength and credibility, increasing the likelihood of deterring adversaries through credible threat. Negotiating may undermine perceived resolve and embolden opponents.","The observed escalation signal suggests the opponent is more likely to have high resolve, as escalation is a strong indicator of willingness to fight. Updating the belief, the probability of high resolve increases, making attack riskier but potentially more rewarding if they are low resolve.",0.8,0.8,984,948,189,239,1931,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,137,2026-03-06T04:54:46.011776
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given the depleted reserves and low true resolve, bluffing through escalation could force the opponent to back down without actual commitment. However, if the bluff is discovered, it risks damaging credibility and future negotiations.","Given the opponent's escalation signal, it suggests a higher likelihood they have high resolve. Updating the belief accordingly, attacking is riskier if they are strong, but the signal indicates a greater chance they are committed, making backing down a safer choice.",0.7,0.8,920,918,209,237,1838,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,138,2026-03-06T04:54:47.849816
HIGH,ESCALATE,ATTACK,0.6,1.0,WAR_HIGH_RESOLVE,-0.2,-1.0,False,False,"Given my high military readiness and genuine resolve, escalating signals strength and credibility, deterring adversaries through clear commitment. Negotiating may undermine perceived resolve and encourage challenge.","The escalation signal suggests the opponent may have high resolve, but such signals can be ambiguous. Given the prior and the signal, updating slightly favors high resolve but uncertainty remains significant.",0.9,0.7,913,869,184,223,1781,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,139,2026-03-06T04:54:49.631304
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given the high military readiness and genuine resolve, escalating signals would demonstrate credible commitment and potentially deter adversaries more effectively. Negotiation might undermine perceived strength and embolden opponents.","Observing escalation suggests the opponent is more likely to have high resolve, as escalation is a stronger signal of determination. Updating the belief increases the likelihood that the opponent is high resolve, making attack riskier but potentially more rewarding if they are low resolve.",0.85,0.8,962,993,185,238,1955,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,140,2026-03-06T04:54:51.586407
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given the depleted reserves and low true resolve, escalating could be a risky bluff that might deter the opponent if believed, but if caught, it could damage credibility and invite further aggression. Negotiating is safer but risks revealing weakness, potentially encouraging the opponent.","The signal 'ESCALATE' suggests the opponent may be more resolved, increasing the likelihood they are high resolve. Updating our belief, the probability of high resolve rises above 50%, making attack riskier.",0.7,0.8,1255,1326,219,230,2582,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,141,2026-03-06T04:54:54.168047
HIGH,ESCALATE,ATTACK,0.75,1.0,WAR_HIGH_RESOLVE,-0.2,-1.0,False,False,"Given the high military readiness and genuine resolve, escalating signals will demonstrate strength and credibility, deterring potential adversaries more effectively. Negotiation, while conciliatory, might be perceived as weakness and undermine our position.","Given the signal to escalate, it suggests the opponent may have high resolve, increasing the likelihood they are strong. Updating the belief accordingly favors attacking, as the risk of a high-resolve opponent is significant.",0.9,0.8,939,1389,193,229,2328,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,142,2026-03-06T04:54:56.495689
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given the low true resolve and the need to avoid prolonged conflict, escalating could serve as a bluff to deter the opponent without actual intent to sustain it. However, if the bluff is uncovered, it risks damaging credibility and future negotiations.","Given the escalation signal, it is more likely the opponent has high resolve, as escalation typically indicates willingness to fight. Updating the belief increases the likelihood of high resolve to approximately 75%. Since attacking is risky if the opponent is high resolve, but more advantageous if low resolve, and the probability strongly favors high resolve, backing down minimizes potential costly conflict.",0.7,0.8,911,979,215,258,1890,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,143,2026-03-06T04:54:58.385439
LOW,NEGOTIATE,BACK_DOWN,0.25,0.0,COERCION_SUCCESS,1.0,0.0,False,False,"Given the depleted reserves, bluffing through escalation could deter the opponent temporarily, but if exposed, it risks damaging credibility and inviting stronger retaliation. Negotiation, while revealing weakness, minimizes immediate risks and preserves remaining resources.","Given the opponent's signal to negotiate, which is more consistent with LOW RESOLVE, I update my belief downward from 50%. The likelihood of the opponent being LOW RESOLVE increases, making attack riskier if they are actually high resolve.",0.6,0.8,827,1327,212,236,2154,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,144,2026-03-06T04:55:00.539732
LOW,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,True,True,"Given my low true resolve and the incentive to misrepresent capabilities, escalating with a strong threat could convincingly signal strength and deter the opponent, while risking political costs if perceived as bluff. Negotiating would reveal weakness and undermine credibility.","The observed signal to escalate suggests the opponent may have high resolve, as escalation is more likely if they are strong. Updating the belief, the chance they are high resolve increases, making attack riskier but potentially rewarding if they are weak.",0.7,0.8,889,2415,215,235,3304,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,145,2026-03-06T04:55:03.843802
LOW,ESCALATE,ATTACK,0.75,1.0,WAR_LOW_RESOLVE,-1.2,1.0,True,False,"To maintain an image of resolve and deter the opponent, I will escalate the threat, aiming to bluff strength despite limited reserves.","The signal 'ESCALATE' suggests the opponent is more likely to have high resolve, as escalation often indicates strength. Updating the belief, the probability that the opponent has high resolve increases from 0.5 to approximately 0.75.",0.75,0.8,1311,1396,194,237,2707,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,146,2026-03-06T04:55:06.551078
HIGH,ESCALATE,ATTACK,0.75,1.0,WAR_HIGH_RESOLVE,-0.2,-1.0,False,False,"Given the high military readiness and genuine resolve, escalating signals strength and credibility, increasing the likelihood of deterring adversaries through perceived resolve. Negotiation could undermine perceived strength and encourage challenges.","Observing escalation suggests the opponent is more likely to have high resolve, as escalation is a strong signal of their willingness to fight. Updating from a 50% prior, the likelihood of high resolve increases, making attack more favorable.",0.9,0.8,907,760,188,234,1667,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,147,2026-03-06T04:55:08.218276
HIGH,ESCALATE,BACK_DOWN,0.75,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"Given my genuine high resolve and full military readiness, escalating signals my willingness to fight, which is a more credible demonstration of commitment. Negotiation may be perceived as weakness, undermining deterrence.","The signal to escalate suggests the opponent has high resolve, increasing the likelihood they are strong militarily. Updating the prior from 50%, the posterior belief that they are high resolve becomes higher, making attack riskier but potentially more rewarding if successful.",0.9,0.8,743,1201,190,237,1944,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,148,2026-03-06T04:55:10.162191
HIGH,ESCALATE,ATTACK,0.75,1.0,WAR_HIGH_RESOLVE,-0.2,-1.0,False,False,"Given my high resolve and full military readiness, escalating signals strength and credibility, increasing the likelihood of deterring adversaries through perceived resolve.","The escalation signal suggests the opponent may have high resolve, increasing the likelihood they are strongly committed. Updating the belief, the probability they are HIGH RESOLVE increases above 50%, making attack riskier but potentially rewarding if they are low resolve.",0.8,0.8,1220,820,178,236,2040,gpt-4.1-nano,GPT-4.1-nano,role_conditioned,149,2026-03-06T04:55:12.202516
HIGH,ESCALATE,BACK_DOWN,0.8,1.0,COERCION_SUCCESS,0.8,0.0,False,False,"With HIGH RESOLVE, I want to convince my opponent I am willing to fight, making them back down. Escalation is the clearest signal of strength and willingness to engage, which is crucial when my opponent is unaware of my resolve.","Escalating is more likely for a High Resolve opponent than a Low Resolve one, as a Low Resolve opponent would prefer to avoid conflict. Therefore, observing escalation increases my belief that the opponent is High Resolve, making ATTACK too risky.",0.9,0.9,887,864,242,238,1751,gemini-2.5-flash,Gemini-2.5-Flash,zero_shot,0,2026-03-06T04:55:13.954697
